Review,Evalu
"schrecklich...verwirrt...kölner...bleib bei deinen leisten.....sonst gehen alle tatorte den bach runter.
dann bleibt der fernseher sonntags aus....im radio ist für jeden was...",0
"kein wirklich spannender krimi, aber ein herrlich sarkastischer blick auf die abgründe der bundesdeutschen vorstadt-hölle",1
um ein vielfaches besser als das was zuletzt geboten wurde. 3+,1
der tatort bekommt die note 1,1
eine eins mit sternchen,1
"wirklich interessant und gut gemacht, aber auch etwas verwirrend..",1
gut,1
"die familienverhältnisse waren z.t. verwirrend aber der krimi war spannend und gut gemacht. die risse in einer deutschen vorstadt-idylle mit ""happy"" unterlegt... hatte was. gute 2",1
gut,1
tatort wie er sein soll. diese ganzen experimtiellen varianten sprechen mich nämlich nur begrenzt oder gar nicht an.,1
"bischen verwirrend muste sehr aufpassen, aber sehr spannend",1
sehr gut = 1,1
langweilig und verwirrend☹️,0
super tatort - von anfang bis ende gut. von mir eine 1!,1
"2. zwischenzeitlich etwas langatmig, aber endlich mal wieder was ganz ""normales""...",1
"ich habe mich eine ganze stunde durch diesen ""tatort"" gequält, dann habe ich aufgegeben. liebe macher: wenn euch nichts mehr einftällt, wäre eine schöpferische pause vielleicht ganz hilfreich? das, was gestern abend geboten wurde, war das schlechteste, was ich seit langem gesehen habe. mein mitgefühl gilt den beiden ermittlern......über den großteil der restlichen ""schauspieler"" schweige ich lieber.",0
gute geschichte...ordentliches krimihandwerk...keine geistes-oder sonstige gestörten kommissare...das ist tatort!,1
da zieh ich hin😎,1
"am anfang sehr lahm, dann halbwegs o.k.",0
das ist wie in einem buch ! da braucht man auch manchmal 20 -30 seiten bis man drin ist ! letztendlich hat mir der tatort gut gefallen ! ohne viel schnick schnack !,1
"ich fands super !
normale krimi geschichte und ich wusste wirklich erst am ende das sie die täterin war und nicht er ! toll in die irre geführt !
skurrile nachbarschaft aber trotzdem gut!",1
endlich mal wieder ein richtig guter tatort !,1
fand ich jut. 😊☺,1
gut super team,1
bin leide eingeschlafen 😊,0
"amüsant, auch wenn mir die sache zwischen stiefpapa und tocher und enkelin und vater viel eher durchschaut hatte.",1
einer der wenigen guten tatorte.,1
fand ihn ganz gut,1
eine eins mit stern!,1
"1. erinnerte mich ein wenig an die ganz klassischen tatorte aus den 70ern. ruhig, mit botschaften, tolle atmosphäre, interessante und intensiv gespielte figuren. wollte ihn zunächst nicht gucken, weil er in zuvor fast allen vorabkritiken zerrissen wurde. gut, das ich nichts darauf gegeben habe. die kritiker bevorzugen sicherlich diese sogenannten modernen krawalltatorte mit til schweiger!",1
mir hat er gefallen. mal wieder ein sehenswerter tatort. note 2,1
2. man kam mit den ganzen namen irgendwann sehr durcheinander aber sie story war gut und bis zum schluss nicht klar wer es war.,1
note 2- es gab schon schlechtere,1
ich fand ihn richtig gut 👍,1
"endlich mal wieder ein 'normaler' tatort.",1
da haben die kölner wie immer perfekt abgeliefert! 👍🏼,1
war ganz okay,1
eins für diesen tatort. die kölner haben es einfach drauf.,1
"wieder einmal ein guter tatort. nach dem mist welcher in letzter zeit teilweise gesendet wurde, echt mal wieder sehenswert.",1
sehr spannender tatort.,1
endlich wieder ein tatort ohne ständige geräusche und verdunkelungseffekt. mit schenk und ballauf wirkt es authentisch und macht spaß! ein richtiger tatort. note 2 auf jeden fall.,1
top!,1
"1 genau ist es oft, schaut man hinter die fassaden. der tatort hatte einem tiefen sinn",1
5 sterne ⭐️,1
"es war viel durcheinander aber am ende fand ich ihn okay.
das team ist klasse",1
auf die kölner ist immer verlass. weiter so.,1
"war spannend gemacht, hat mir gefallen daher eine 2",1
der tatort war super spannend und überhaupt nicht vorhersehbar! note 2,1
die 2,1
"1
ein sehr komplexer, tragischer fall 👍",1
"wie immer klasse 👍 1 die eins deshalb, weil die anderen so grottenschkecht waren! die beiden sind sowieso eine meiner liebsten. tobias finde ich hat sich nun auch richtig im team integriert 👍 den finde ich richtig klasse 👍",1
"1 endlich mal wieder ein 'normaler' tatort! danke köln!!!",1
wieder ein volltreffer aus köln. einfach ein richtiger tatort. spannend und kaum voraussehbar. super gemacht!,1
super diesmal,1
"ich sehe mir tatort eher selten an, aber gestern hat er mir sehr gut gefallen. spannend bis zum schluss!",1
"eine 2, war spannend.",1
bin bei eingeschlafen. ..,0
"anfangs etwas verwirrend, aber spannend bis zum schluss. super tatort!!!",1
wie immer einer der besten tatorte logo 1...,1
fand ihn gut. note 1,1
1a. klasse,1
war ok ! 1,1
war spannend und realistisch zugleich. nur mit der halskrankheit bin ich nicht ganz zu recht gekommen. ansonsten eine glatte 2.,1
"top tatort.ohne politische ambitionen und belehrungen. spannend aufgebaut, gut verfilmt und vertont. gehört in die oberste liga.",1
fand ihn gut also eine glatte 2!,1
wie immer ein super köln-tatort - note 1 !,1
1+ obwohl ein riesiges durcheinander war. konnte keine rauchpause machen.,1
2....spannend mit unerwarteter lösung 👍,1
"1-2 spannend , tragisch , menschlich . gute tatortunterhaltung.",1
ein bisschen vorhersehbar. die tanzszene mit den zwei gaffenden beamten fand ich schlicht bescheuert. wieso glotzen die da minutenlang wie pubertierende bengels? deshalb nur ne 2,1
"ginge so,sonst gute unterhaltung",1
hat mir gut gefallen. es war teilweise anstrengend. ich gebe dafür eine 2. 👍😊,1
"eine glatte 2, spannend",1
"echt makaber spannend..... und machte klar, warum traumabetroffene so neben der spur sind und wie das gnadenlos ausgenutzt wird.... danke",1
ich gebe auch eine 1. sehr gut,1
okay,1
"guter tatort, der dritte in serie 👍🏼",1
"sehr schwach , da ist man besseres aus köln gewohnt.",0
zwei,1
toll eine flatte 1,1
gestern gut....letzte woche gut.... scheint wieder aufwärts zu gehen mit dem tatort 🤗🤗,1
ging so..,0
"meine schulnote lautet: 1-sprich, (genauer gesagt) 1+ !!! begründung: von der ersten film-sekunde :) bis hin zur letzten film-szene :) stimmte alles bis ins kleinste detail!...",1
aus voller Überzeugung eine 1!!!!,1
gut,1
"1, bruce springsteen hat besonders gefallen ;-)",1
"war nicht so doll besseres gewohnt von den beiden, deshalb.eine 4",0
"🔫 note 1 + ein sehr guter kölner tatort, klasse team ( wie immer ) spannend von anfang bis ende, sehr gut gespielt "" normales thema"" 🔫😄👍🏻",1
ne 1.,1
glatte 2,1
endlich wieder mal ein tatort wie ich mir den vorstelle,1
"einer der besten in letzter zeit,hat einer 2 verdient!😊",1
der war gar nicht schlecht...mal ein total anderes thema...perfekt!!,1
sehr gut.... glatte 1,1
een nederlandse 6 super goed,1
heut geb ich mal ne 1🤠,1
war happy,1
sehr gut!,1
hat eine 2 verdient 👍,1
"bis zur letzten minute hat man mit seiner vermutung daneben gelegen, im dunkeln getappt. ich liebe solche tatorte. köln und münster sind ohnehin meine lieblingsteams.",1
1....wie fast immer bei den kölnern,1
2 war gut,1
1 - war genau meins!,1
"die currywurst bude hat gefehlt. sehr gut. nur zu früh konnte man sich das ende denken. war aber wieder ein tatort. da geht's um mehr als einen ""hamburger baller kommissar"" den keiner braucht.",1
"keine 1, aber eine solide folge 2 - 3. aus sympathie mit den beiden ermittlern ein 2 :-)",1
guter tatort. endlich mal wieder gut.hat eine 2 verdient,1
ich schaue sonst nie tatort aber dieser bekommt von mir eine eins,1
1 super,1
1!!!!!! war super spannend bis zum ende. ..,1
top!!! 1!!!,1
"2+
die beiden sind mit abstand die besten!!",1
super,1
"2+ ..... der kölner tatort super, wie immer.....",1
1 richtig gut,1
"sehr gut, 1",1
eine 2+,1
deutsches klischee bedient...willkommen in der kölner nachbarschaft...tatort note 2 wegen dem papagei...und freddy...😂😂,1
"es geht auch ohne action! ein leiser, spannender tatort 😍",1
1 ich fand ihn sehr gut,1
"tatort wie er sein soll, dazu noch ein kölner granada chauseur 👍",1
glatte 2 !,1
zum einschlafen wenn man schon die beiden kommissare sieht wie die durchs bild latschen,0
der war o.k. note 2. der beste seit langer zeit!,1
2+ und ich möchte in dieser siedlung nicht wohnen!!! solider tatort mal wieder 🖒🖒🖒,1
"mit münster, münchen und wien in der top-liga",1
nach langsamer und langer anfang sehr guter schluss. normal sind ballauf und schenk besser. jetzt 3,0
tatort ist längst nicht mehr das was es mal war . kann komplett raus aus der ard,0
der war gut 1,1
endlich mal ein normaler krimi,1
"erst brauchte ich, um durchzublicken, wer mit wem...
aber sehr gut, weil ich mag den dietmar bär einfach gerne sehen.
ihr könntet mal ""treffer"" mit dem zeigen.",1
der tatort bekommt eine dicke 1😄,1
schöner ford granada!!!,1
sehr gut 1,1
eindeutig 1,1
seit langem mal wieder geguckt und einen volltreffer gesehen; glatte 1.,1
topp:),1
sehr gut. auch wegen des autos der kommissare =d,1
"eine 2+, hätte vorher nicht gedacht dass dieser tatort mir so gut gefallen würde",1
gut gemacht. . die kommissare tolles team,1
grundsolide unterhaltung 😎,1
eine glatte 2,1
"film = 1
skript = 2",1
excellent- 1,1
"keine ahnung.
tatort mit martin walser und denis scheck fände ich origineller! bitte!",0
"hat mir gut gefallen,so sollte ein krimi sein,",1
1 :) einfach exzellent,1
sehr gut...,1
1 super 👍,1
war gut. 1-.,1
war super!,1
auf die netten nachbarn....1,1
top🖒🖒🖒🖒,1
"spitze. weiter so, meine jungs.",1
super😄,1
marion eine eins.,1
"note 5, weil schmierenkomödie mit einien guten gags und kein tatort-krimi.",0
ein sehr guter tatort mit den beiden kommissaren in top form,1
der war mir unangenehm zu gucken. glatte 5,0
...sau blöder tatort......,0
"und ich so: och nööö, jetzt weiß man schon sofort wer der täter war. und ich so am ende: geiler tatort. aber bisher der brutalste, den ich je gesehen habe. kopf wegpusten und bärenfalle um den kopf😳 hui, das war schon tough. und beim abgetrennten finger müsste ich kurz wegschauen. aber sonst ganz stark gespielt",1
ich fand ihn gut.,1
"um ehrlich zu sein, ich habe gar nicht alles verstanden. und was war mit der toten hotelangestellten?",0
zu brutal in den bildern...das haben aber alle tatort schreiber und regisseure.....bitte deutlich weniger bildergewalt... sonst 3+,0
"diese art tatort macht keinen spaß mehr. schade, daß a.milberg so eine rolle annimmt.",0
klasse 👍,1
schlecht erzählt. weggeschaltet.,0
"2 und die tote hotelangstellte spielte nichts mehr zur sache, deswegen hat mich persönlich auch überhaupt nicht gestört, dass sie nicht gefunden bzw nicht mehr thematisiert wurde.",1
"hin- und hergerissen - teilweise richtig gut - teilweise idiotisch - aber ganz weit von ""der himmel über kiel"" entfernt",1
ich fand's endlich mal wieder gut ....,1
sehr geil!,1
"definitiv ein gelungener tatort, mit spannender story und krass überzeichneten nerds. natürlich durfte die nsa-anspielung bei diesem thema nicht fehlen, aber sie hielt sich zum glück in grenzen.
ich frage mich allerdings, warum rosis tod nicht mehr zur sprache kam. wurde sie überhaupt gefunden?",1
"thema war gut, aber einige unschlüssige szenen. wer z. b. isst, ohne zu zögern oder dich denn absender anzuschauen, pralinen aus einer schachtel, die grade mit der post gekommen sind? und dass borowski sich so wenig um das befinden seiner kollegin schert, aber statt dessen sein smartphone bzw. “sabine“ fragt, wie's ihm geht..., schon mehr als überzogen.",0
"mal wieder n ganz ""anderer""tatort",1
"sehe geiler tatort, habe nach langem mal wieder spaß gehabt beim gucken...und wer meint, er war unrealistisch, der glaubt auch an den osterhasen...die realität ist noch heftiger....",1
ein regiefehler bzw. eine auslassung hat mich gestört. die rezeptionistin lag tot in dem zimmer... und liegt und liegt und liegt... während der attentäter bereits gefasst ist und verhört wird. hmmm...,0
"ich bin absoluter tatort fan, für diesen bin ich wohl zu alt gewesen.....",0
"3
die darknet/hacker story hebt sich wohltuend von den immergleichen tatortthemen ausländer, ostblock-prostituierte und gewalt gegen kinder ab - der anfang war gut - doch dann driftete der plot ins seichte ab und der schluss war dann so gar nicht prickelnd. man hätte mehr draus machen können, machen müssen.",0
1+ setzen,1
"ich hab es nur eine halbe stunde ausgehalten, dann wurde es mir doch zu blöd",0
"gewalt in der welt, leider, da muss ich keinen tatort mehr haben, aber scheint niemanden zu stören...👎👎",0
tip top,1
war seit langem mal wieder ein spannender tatort.,1
"ich würde mir für den kieler-tatort wünschen, dass mehr außendrehs in kiel stattfinden und weniger in hamburg. und ich wünsche mir, dass weniger politische themen behandelt werden.",0
ein schön skurriler tatort mit einer tollen musikalischen untermalung und grossartigen bildern. zudem spannend und gruselig! so muss ein tatort sein!,1
war eine gute geschichte! endlich mal wieder!,1
"der tatort war gut,wie immer mit borowski",1
...geschaltet!,0
super gut 2,1
top!,1
endlich ohne borowski-empathie!,1
gute kamera führung und flüssige schnitte realistische handlung mit spannung,1
"klasse, wie jeder borowski - tatort",1
"der schlechteste borowski aller zeiten
5-",0
richtig gute unterhaltung 👍,1
"ging so durch. leider hat hinterher niemand mehr interessiert, was aus dem dicken mädchen geworden ist, was sich an den pralinen vergiftet hat. 🙄",0
für mich eine 2 ! 👍👍👍,1
leider fiel der tod des dicken mädels untern tisch 😮,0
es war mir zu brutal,0
zwischendurch langweilig und dann mal wieder spannend.,0
ne glatte 1!,1
note 2,1
zu brutal ! darum 3,0
der tod der rezeptionistin wurde einfach vergessen. schade!,0
super tatort!,1
"bisschen mehr übers darknet, dann wäre es eine 1. ansonsten ein guter tatort, weiter so.",1
"hat zwar arg die klischees bedient, war trotzdem spannend.",1
"nö....das war nix für mich, blöde psycho-welt, dann doch lieber großstadtrevier ...😎
leider wieder ne 6
und das ausgerechnet aus kiel...😠",0
"meine bewertung:
fünf affen für dieses theater!
🐒🐒🐒🐒🐒",0
ich fand den tatort spannend und gut,1
top,1
warum muss man alles aufnehmen was gerade aktuell ist erst flüchtlinge jetzt cyberthriller. ich sehe mir so etwas auch an aber bitte nicht als tatort. der bisherige stoff aus dem tatort bestannt bast besser zum thema.,0
war gut :),1
"von it- thematik scheinen die tatort- drehbuchautoren nichts zu verstehen. immer mehr ""tatorte"" befassen sich mit dem thema ""cybertechnologie"" und übertreiben maßlos. beispiel: da wird ein trojaner in eine bildatei gepackz und an den verbrecher gesendet. der wiederum dreht den trojaner postwendend um und bringt die spinkleranlage zur auslösung. richtig ist, dass man in bilder zusätzliche daten (versteckte botschaften) packen kann. falsch ist, dass es trojaner sind. hierfür müsste man den ""trojaner"" als bilddatei benennen. denn eine malware in ein bild zu integrieren, würde nichts nutzen, denn das bild wird als solches von einem assoziierenden programm geöffnet. die malware muss jedoch ausgeführt werden und natürlich idealerweise mit administrativen rechten. ich gehe mal davon aus, dass in cyber- abteilungen der polizei auf produktivsystemen nicht mit administrativen rechten gearbeitet wird? eine malware (trojaner) innerhalb von sekunden zu identifizieren, den quellcode zu bekommen und diesen zu eigenen zwecken umzuprogrammieren, ist quasi utopie. im film geht das alles immer ganz einfach und die polizisten mit ausnahme von borowski sind alle it- experten der spitzenklasse. ich würde mir mehr realitätsbewusstsein wünschen, auch bei it- themen.",0
"einfach super, nur leider bald ohne sibel kekilli als kommissarin sarah brandt",1
der tatort wird immer blöder.,0
super! 2,1
sind die zuschauer schon mal über die zukunft informiert worden.,1
mal wieder ein sehr spannender aussergewöhnlicher tatort. super :d .,1
super,1
ich wiederhole mich gerne: ganz große klasse! herzlichen dank dafür! 👍🤗,1
3 war sehr brutal,0
"also ich fand ja, daß frau brandt, wenn sie schon, von maden umzingelt, in den schacht kriechen musste, um zu schauen, was da schönes liegt, die leiche auch gleich hätte mit hoch bringen können..... :/ so gibt es von mir nur ne 4 !",0
"das nenne ich mal room-service: korpulente frau kommt ins zimmer, findet einen bewusstlosen, säubert die blutverschmierte waschgelegenheit, entsorgt einen abgeschnittenen finger im klo und legt sich dann nackt neben einen unbekannten um sex zu haben (wenn er denn mal aufwacht). in der zwischenzeit werden noch vergiftete pralinen gefuttert und dann wird gestorben. und da stellt man hier im forum noch die frage, was denn unrealistisch war an diesem tatort. nun ja.",0
2.......war mega ab und an hat es mich unter meiner decke gezogen war diesmal ein kleiner angst hase und der realität ziemlich nah!!!!,1
spannend !,1
absolut unglaubwürdig,1
glatte 1. hatte alles was ein guter krimi braucht. super,1
war gut und ab und zu spannend. warum werden sie immer unrealistischer? eine 3!,0
"also,wenn in einem tatort nichts,oder nicht viel passiert,ist er langweilig....wenn,wie gestern,spannung und zugegebenermaßen ein stück weit brutalität am start ist,wird auch rumgeheult!für mich wars ne glatte 1!!weiter so!",1
hat mich gut unterhalten und ich muss auch nicht jeden fehler finden.,1
sehr gut 👏👍👍,1
ich hab selten einen so unrealistischen tatort gesehen wie gestern schade,0
"auf klausi ist verlass! die frau ist leider immer noch ne schlechte schauspielerin, wirkt auf mich immer hölzern..",0
"wow , mal wieder richtig spannend , mit gruselfaktor
2",1
total super,1
sehr guter tatort. kann gerne so weiter gehen!,1
da hat ja mal gar nix gepasst. vollkommen unterirdisch...,0
"klare 5, keine spannung keine kluge geschichte",0
wer war der nette ältere herr vom lka ? leider kein schauspieler,0
"nicht schlecht, aber zu utopisch von der handlung.",0
"1
das mit 1-6 müssen hier viele pisas noch mal üben...",1
"ein super krimi, als tatort zu schade",1
note 1.,1
guter und spannender tatort. 2+,1
"ich fand ihn lustig, komisch, spannend...von mir gab's eine 2...",1
"note 1 ! sehr gelungener , spannender tatort ! hat freude gemacht ihn anzusehen ! weiter so ...",1
"das war mal endlich wieder ein richtig guter tatort, spannend und unterhaltsam und überhaupt nicht langweilig !!! super !!!...",1
"erst dachte ich wieder, mhhh wegschalten ! aber dann wurde es zum thriller. klasse team und tolle filmmusik dazu!!!",1
"die schauspieler waren gut,die handlung unglaubwürdig",0
gruselkabinett! lasst den regisseur in feuchtgebieten seine filmchen machen! auf seine vermeintlich intellektuellen spielereien im tv kann ich verzichten!,0
sehr gut!!,1
"viel zu viel klischees, aneinandergereiht zu einer alibihandlung.",0
und was wird mit kollateralschaden rosi? wird sie im nächsten teil gefunden? ;),0
klasse sehr unterhaltsam note1,1
dieser tatort in einem wort: effekthascherei.,0
klasse tatort!!! 👍👍,1
hat mir gut gefallen👍,1
furchtbar,0
"zuviel hängende brüste. daher nur eine 2.
sonst wirklich top- mal was anderes, aber diesmal im positiven sinn.",1
ein bisschen zu undurchsichtig !,0
note 4. die story fand ich nicht spannend. ich hab schon bessere aus kiel gesehen.,0
mir hat's gefallen .,1
ein rundum gelungener tatort! wie ich es aus kiel gewohnt bin...note 1,1
1 !!!!ein super tatort!!!!,1
gebe gerne eine 1plus für diesen amüsanten und sehr unterhaltsamen tatort. haben uns köstlich amüsiert dabei. skurril. schwarzhumorig. fast grotesk an manchen stellen. spielfreudige darsteller. witzige dialoge und ein ende zum 😂😃😂😂,1
"5 , möchte einen krimi sehen kein comedy",0
guter tatort 2,1
sonst finde ich die borowski-tatorte recht einschläfernd. den fand ich aber echt mal nicht übel. note 2 würde ich sagen.,1
definitiv 1 😄,1
fand ihn spannend.man musste aber gedanklich immer dabei sein.ab und zu habe ich herzhaft gelacht.gute Unterhaltung.,1
gruselich 5,0
gut,1
"2 gute
.jedoch viele nackte menschen. .ist sonst nicht der fall. gute geschichte. .spannend...",1
einfach nur mal danke sagen .. !,1
war nicht mein thema,0
ich fand ihn gut,1
der tatort verkommt immer mehr zum komödiantenstadl oder zum lehrfilm für political correctness. die handlungen sind meist sehr weit weg von der Realität und es wird auf effekthascherei gesetzt.sehr schade! ich war früher ein großer fan vom tatort...das war einmal...,0
"also, ich vergebe eine 1+++! das war mal ein tatort nach meinem geschmack! super spannend bis zum schluß mit thrill und leicht schrägen charakteren, klasse! Und zu guter letzt habe ich noch etwas über die internet /darknet-hintergründe gelernt! 😃",1
schauspieler note 1...drehbuch note 6.... die tatorte werden immer schwachsinniger...😈😈😈,0
1 + mit sternchen 🌟🌟🌟🌟🌟🌟🌟🌟👍,1
war doch gar nicht schlecht,1
bester tatort seit langem!,1
fand ihn gut ... etwas weniger durchgeknallte freaks im lka keller hätten es auch getan ...,1
"schade, fing so gut an und dann erstickte einen die vielen z.t.übertriebenen details",0
ich fand den tatort superklasse!!!! er bekommt die 1!👍🏻😀,1
super...frau brandt und klaus sind klasse...bitte weiter so,1
"sehr gut! beste schauspielerische leistung, vor allen dingen von sibel,super idee!☺",1
"wäre eine 2+ gewesen, wenn das ende nicht so blöd geworden wäre, so nur eine 3! dieses typische “huch, jetzt ist sie in gefahr und man erreicht sie nicht“ ist unkreativ und geht mir am geist!",0
"spannend gemacht, die action sowie die teils krassen bilder haben akzente gesetzt. sehr gut !
nur schade, dass frau kekilli beim tatort aufhört, sie war gestern wirklich sehr cool unterwegs !",1
bester tatort seit langem!,1
note 5 - ein chaos drehbuch mit heillosem durcheinander. schade das der krimi immer mehr zum klamauk verkommt,0
"großartig! auch die musik war toll, die kameraführung, spannend bis zur letzten minute. nur einen schönheitsfehler hat der tatort gehabt - und das scheint bei der aRd leider allegmein so zu sein: die schrift am anfang, wo die mitwirkenden angezeigt werden, - viel zu klein und viel zu schnell weg- wollt ihr die leute verstecken?? wer soll das denn lesen können?",1
spannend dieser tatort!!!!!,1
gute 2👍👍war spannend,1
note 2 zum teil etwas schaurig,1
"toller Querhinweis auf ""2001 a space odyssey"" im dialog von borowski mit widerspenstigem handy...analog zu hal dem bordcomputer....Regiisseur schein scifi fan zu sein !!!! super...",1
"für mich zu realitätsfern! mal ehrlich: erst die selbstoperation am Rücken mit tape, dann mit einem spiegel eine saubere fingerabtrennung, womit der dann noch ohne probleme einen hindernislauf quer durch die stadt hinlegt und eine voll durchtrainierte polizistin abhängt - sehr unwahrscheinlich. aber die härte war der völlig sinnfreie schacht unterhalb des waschbeckens. man muss kein installateur sein, um sofort zu erkennen dass das schon wegen der zu- und ableitungen nicht geht und schwachsinn ist. ganz abgesehen davon, dass die aktion die kollegin mit dem kopf zu erst dort abzulassen. da war schon die art und weise völlig daneben und da zu erwarten war, dass sich nichts gutes dort unten verbirgt, hätte ein anruf bei der spusi völlig ausgereicht. im übrigen nichts gegen mal einen nackten busen, aber es sollte auch sinn für die story machen. in dem fall zwar nett anzusehen, aber hier für den verlauf der geschichte völlig überflüssig. ich gebe eine 4. denn eine 3 ist mir eigentlich noch zu gut und so schlecht, dass es eine 5 wäre, war er eigentlich auch nicht.",0
1mit sternchen 💥💥💥💥💥,1
"gut gemacht, kiel!! zum glück war die falle voll human.... konnte man gut sehen, wie der sta gaR nicht gelitten hat!!! sabine hat super aufheiternde musik gespielt, borowski war technisch mal wieder so überhaupt nicht im thema und pralinen per post sind am besten gar nicht zu genießen! schöner abend 😏",1
"ich fand den tatort mal wieder echt gut. spannend, interessant, eine ""achterbahn der gefühle"" war auch da und er hat spaß gemacht. warum man nun unbedingt mit dem kopf voran in einen schacht muss, den man nicht kennt, habe ich mich auch gefragt, aber ich danchet mir, wenn sie halt so überangegiert ist, soll sie das machen. insgesamt fand ich den tatort echt gut. das es hier wieder genug stimmen gibt, die sich ausschließlich mit den sachen beschäftigen, die ihnen nicht gefallen, kennt man ja mittlerweile schon. wer das haar in der suppe finden möchte, findet es auch. aber das soll mich nicht weiter stören. ich freue mich, einen coolen tatort gesehen zu haben und freue mich auf den nächsten. die borowsky-tatorte sind und bleiben für mich einfach ein garant an guter Unterhaltung. lg konstantin",1
"sehr spannend, gefiel mir sehr gut",1
naja note 5.....sägen sich langsam ab...,0
spannend gleich zeitig etwas lustig aber auch etwas ekelig...,1
nicht so interessant....neulich sind die tatorte langweilig geworden - ich habe ein challgenge fuer aRd ich schreibe momentan ein krimi als drehbuch - wenn es fertig habe kann ich euch es schicken....wenn es euch gefällt dan habt ihr mal was anderes ....ok? 😊,0
"ganz gut, bis auf die liebesbeziehung zu sabine.... die war dann doch etwas schräg",1
super guter tatort,1
"der war wirklich gut. selbst die schauspielerische verkörperung des borrowski als kommissar, wirkte nicht aufgesetzt. note 2",1
ich hab mich sehr gut unterhalten gefühlt. top,1
da bin ich ja mal gespannt. gibt es vorab ein expos`e dazu?,1
"eine 1 m. sternchen. seit langem wieder ein sehr spannender tatort und sehr nah an der Realität.
weiter so.",1
super gewesen !!!!!!!,1
trotz des ekel-faktors dank guter handlung und schauspielerischer leistung einer der besten tatorte seit langem!,1
klasse!,1
sehr spannend bis zum schluss hat mir sehr gut gefallen. weiter so.,1
"2 gut, ein bisschen drüber aber gut",1
"2 . insgesamt spannend, nachdem mir der anfang etwas zu klischeehaft war. tatsächlich gab es viele unbeantwortete fragen, auf die auch ich gerne eine antwort gehabt hätte. ich denke es gab eine ganze menge so realistisch gedachter elemente, die aber nicht so realistisch genug inszeniert waren, um sie als so realistisch zu sehen. ich fand das fantasievoll und witzig. trotz der fragen, die unbeantwortet im Raum stehen blieben. entscheidend für mich war mal wieder dass es ein wirklich spannender fall war!",1
"2 aber nicht mehr meine welt .obwohl ich versucht habe zu verstehen ..was wahrscheinlich an krimineller energie noch auf dieser weise geschieht,ich möchte es gar nicht so genau wissen.",1
ich fand ihn unterhaltsam. mit typischen computerthemen und sci-fi hommagen,1
"...richtiger käse zum sonntagabend👎🙈die handlung war völlig überzogen,fernab von der Realität.der sauber abgetrennte finger, welcher von der fürsorglichen Rosi in der toilette entsorgt wurde,ließ mich den tatort schon wieder für eine komödie halten😄sehr bemerkenswert auch die fußläufige verfolgungsaktion-mit abgetrenntem finger u.a.verletzungen kann man natürlich noch durch die halbe stadt sprinten und der zweite ermittler seelenruhig am Rechner😂..nein,der tatort ging einfach mal gar nicht.von mir die note 5 und nicht 6,weil ich an den besagten stellen schon wieder herzhaft lachen musste.",0
war richtig klasse ( bis auf paar kleinigkeiten ),1
note 1 für den ermittler im knallroten badehöschen. kann man das im darknet bestellen?,1
stromrechnung nicht bezahlt? ansonsten ganz gut - kein flüchtlingsthema - aber ich schlaf immer ein bei borowsky....also wenn der das drehbuch nicht gelesen hätte....wäre der echt verloren gewesen...*ironie aus*,1
makaber genial👍😎,1
"gewőhnungsbedűrftig, daher nur note 2.aber wir sind total glåsern, wer weiß was wirklich abgeht.",1
wegen des hohen Unterhaltungswerts eine 1.,1
drei nicht so spannend,0
gefällt mir gar nicht darum eine 6 :/,0
"ich fande ihn dämlich, sorry..",0
super klasse! borowski der beste!!,1
seht gut!,1
er war teilweise witzig .. wie sich die etwas kräftige frau zu dem mörder ins bett gelegt hat und ihn dann quasi abgeleckt hat ..da musst ich so lachen das hatte nix aber rein garnix mit tatort zu tun .. bissl ami mäßig gemacht und ging etwas an der realität vorbei wegen dem lka ^^,0
"schwierig dieses mal ...

kann mich jemand aufklären - das mit dem gelben zettel bleib für mich bis zum schluss ein rätsel , wollte die beamtin schlussendlich auch noch kriminielle dinge weiter machen?

note 2 - weil er fesselnd war, extrem eklig aber sehr spannend.",1
ich fand ihn gut - also 2 +!!!,1
"spannend, 2+",1
gerade noch genügend. also 4-. versetzung gefährdet.,0
warum werden it-leute eigentlich immer und überall als bekloppte dargestellt? :/,0
glatte 1,1
sehr gut😁,1
"spannend, super gespielt, schwarzer humor und auch einige schockmomente! ein klasse-tatort aus kiel (Y) schade, dass sibel kekilli nicht mehr dabei sein wird...",1
wo ist die rosi denn geblieben? note 6 für soviel schmarn,0
hat mir gut gefallen.,1
das war ganz dunkler tatort.....,0
leicht langweilig...,0
"1 spannend, unterhaltsam und humorvoll",1
"grandios! schade, dass sibel kekili aufhört",1
toll,1
"sehr gut, spannend, skurril und einfallsreich.",1
"voll schräg, sehr spannend 👍 zum nachdenken...",1
super spannender tatort!,1
total spannend und schräg! war genial,1
beklemmend gut!,1
hat mir gefallen,1
super 👍,1
"na ja...
pervers schon",0
gut 2.,1
note 1..,1
"war sehr gut , tolles team :)",1
gut 2,1
"ich mag borowski nicht, fand ihn diesmal aber gar nicht mal so schlecht",1
"das war ein tatort, den ich unter die Rubrik ""spitze"" benote. ich fand ihn spannend vom anfang an. die beiden komissare haben die Rollen brilliant besetzt. es gibt ja tatorte, die meinen geschmack nicht treffen. dieser war seit langem mal wieder gut. note 1.",1
ich finde borowski eigentlich genial aber beim gestrigen tatort ... gäääähhhnnn.,0
aber sabine war klasse.....,1
mir gefiel er gar nicht. (6) sorry,0
